symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_pct,exit_reason
QQQ,2024-02-21,2024-02-23,424.54998779296875,439.6499938964844,9,135.90005493164062,0.03556708641546136,signal
IVV,2024-03-18,2024-03-19,518.1599731445312,516.2999877929688,7,-13.0198974609375,-0.0035895967422472363,signal
QQQ,2024-03-18,2024-03-20,438.7300109863281,439.7799987792969,9,9.44989013671875,0.0023932436046676386,signal
IVV,2024-04-03,2024-04-08,520.260009765625,521.7100219726562,7,10.15008544921875,0.002787091415472176,signal
IVV,2024-05-24,2024-05-28,530.489990234375,532.9400024414062,7,17.15008544921875,0.004618394789972946,signal
IVV,2024-05-31,2024-06-03,526.1799926757812,531.7100219726562,7,38.710205078125,0.010509767330287856,signal
QQQ,2024-05-31,2024-06-05,451.7799987792969,457.9800109863281,8,49.60009765625,0.01372352079282746,signal
QQQ,2024-06-25,2024-06-27,476.07000732421875,480.1199951171875,8,32.39990234375,0.008507126537401488,signal
IVV,2024-07-19,2024-07-23,555.4199829101562,557.5599975585938,7,14.9801025390625,0.0038529666095641346,signal
QQQ,2024-07-19,2024-07-23,479.1499938964844,481.4100036621094,8,18.080078125,0.004716706238993007,signal
IVV,2024-07-25,2024-07-31,544.3200073242188,551.8900146484375,7,52.99005126953125,0.013907273703628098,max_hold
IVV,2024-09-06,2024-09-11,552.9400024414062,551.7000122070312,7,-8.679931640625,-0.0022425402917134463,signal
IVV,2024-10-24,2024-10-29,582.8300170898438,582.6699829101562,6,-0.960205078125,-0.00027458122436208043,signal
QQQ,2024-11-01,2024-11-06,485.5,500.55999755859375,8,120.47998046875,0.03101956242758752,signal
QQQ,2024-11-15,2024-11-21,502.94000244140625,506.239990234375,7,23.09991455078125,0.006561394553922462,max_hold
IVV,2024-11-18,2024-11-21,589.0900268554688,596.3599853515625,6,43.6197509765625,0.012340997410702048,signal
IVV,2024-12-11,2024-12-12,608.7999877929688,609.6300048828125,6,4.9801025390625,0.0013633658122311765,signal
QQQ,2024-12-19,2024-12-24,521.1900024414062,524.8300170898438,7,25.4801025390625,0.006984045417960161,signal
QQQ,2024-12-31,2025-01-06,516.9000244140625,524.02001953125,7,49.8399658203125,0.013774414356545028,signal
QQQ,2025-02-24,2025-02-25,527.8800048828125,512.0436047363281,7,-110.85480102539066,-0.030000000000000027,stop_loss
IVV,2025-02-24,2025-02-28,604.9099731445312,588.4099731445312,6,-99.0,-0.02727678618725249,max_hold
IVV,2025-05-22,2025-05-28,585.4500122070312,594.4400024414062,6,53.93994140625,0.015355692282735589,signal
QQQ,2025-05-22,2025-05-28,513.6599731445312,522.1799926757812,7,59.64013671875,0.016586886221817254,signal
IVV,2025-06-23,2025-06-24,597.8699951171875,607.1900024414062,6,55.9200439453125,0.015588685500753208,signal
IVV,2025-08-01,2025-08-05,629.3599853515625,634.8900146484375,6,33.18017578125,0.00878675070800039,signal
QQQ,2025-08-04,2025-08-05,559.0499877929688,565.3900146484375,7,44.38018798828125,0.011340715488606046,signal
IVV,2025-08-20,2025-08-25,642.5399780273438,647.22998046875,6,28.1400146484375,0.0072991605219725475,signal
QQQ,2025-08-20,2025-08-25,568.3300170898438,570.4000244140625,7,14.49005126953125,0.0036422628789136713,signal
IVV,2025-09-03,2025-09-05,645.8200073242188,654.7000122070312,6,53.280029296875,0.013749968694225512,signal
QQQ,2025-09-03,2025-09-05,569.22998046875,580.489990234375,7,78.820068359375,0.019781125646882725,signal
IVV,2025-09-26,2025-09-29,662.7100219726562,667.5700073242188,6,29.159912109375,0.007333502120725477,signal
QQQ,2025-09-26,2025-09-30,594.3499755859375,598.4299926757812,6,24.4801025390625,0.006864671081750151,signal
IVV,2025-10-13,2025-10-16,663.8400268554688,670.0800170898438,6,37.43994140625,0.009399840295760908,signal
QQQ,2025-10-13,2025-10-16,599.6799926757812,605.1099853515625,6,32.5799560546875,0.00905481713930878,signal
QQQ,2025-11-10,2025-11-11,618.9199829101562,620.5700073242188,6,9.900146484375,0.0026659737278220685,signal
QQQ,2025-11-14,2025-11-20,599.5499877929688,611.6199951171875,6,72.4200439453125,0.020131778116867727,max_hold
IVV,2025-11-17,2025-11-21,672.989990234375,658.2000122070312,5,-73.94989013671875,-0.02197652007007267,max_hold
QQQ,2025-12-15,2025-12-19,618.3699951171875,611.9500122070312,6,-38.5198974609375,-0.01038210611907131,max_hold
IVV,2025-12-17,2025-12-22,680.9000244140625,686.9299926757812,5,30.14984130859375,0.008855879050537085,signal
IVV,2026-01-02,2026-01-06,688.739990234375,690.97998046875,5,11.199951171875,0.0032523016902397117,signal
QQQ,2026-01-15,2026-01-20,626.5999755859375,607.8019763183594,6,-112.78799560546872,-0.030000000000000027,stop_loss
QQQ,2026-02-02,2026-02-05,618.7000122070312,600.1390118408203,6,-111.36600219726552,-0.029999999999999916,stop_loss
IVV,2026-02-05,2026-02-09,683.9299926757812,692.489990234375,5,42.79998779296875,0.01251589731443703,signal
